,500.0,1000.0,1500.0,2000.0,2500.0,3000.0,4000.0
H,9395262443919.732,18563151055120.46,27260928148077.12,35600313359889.56,43590098258853.67,51258042891353.57,65711911734960.92
H+,536821412.2889873,2077625840.6661928,4514311667.613711,7788169186.272889,11845366447.862803,16644878077.239883,28346225676.466652
H2,220730005785363.94,216140902442338.25,211789488043044.5,207618297236289.6,203622335889371.3,199787449657499.56,192558438264579.2
H2+,13253082842.422485,16974590852.032679,17996777959.169933,17774231915.434742,16851894854.669308,15482763486.578941,12077650616.824003
H3+,1117091742.6310236,1561843210.3177216,1752058406.8505154,1807937162.2359793,1783027739.7215583,1705221856.5206738,1459495314.4112027
ne,14906995997.342497,20614059903.016594,24263148033.634163,27370338263.94361,30480289042.25367,33832863420.3395,41883371607.70186
Te,0.004634442937098759,0.0048046102588801005,0.00488647055442272,0.004920101157737701,0.004920667988350245,0.004899777288695623,0.0048220892780263805
