,500.0,1000.0,1500.0,2000.0,2500.0,3000.0,4000.0
H,12986660999851.861,25379625817898.152,37574466165344.59,49038360363231.45,60039829195751.63,70607048016342.88,89723766239356.86
H+,766452709.5927408,2938216179.860645,6453804478.41744,11157184334.971157,17006803819.40647,23962451567.36088,40624554508.070496
H2,315549619476930.6,309347806844682.3,303247926816156.5,297514486712948.0,292012626829240.2,286727845478818.94,277166075880926.12
H2+,14961025076.716402,18196432452.03404,18546515975.965305,17660406005.956253,16032805221.869577,14022855947.939587,9846798921.348595
H3+,1931598747.2721636,2604221490.439645,2838872909.9990706,2857155781.226468,2742661440.9452043,2545371791.342646,2049033086.0439372
ne,17659076533.581306,23738870122.334328,27839193364.381813,31674746122.153877,35782270482.22125,40530679306.64311,52520386515.46303
Te,0.0055744047994895525,0.0057766312095962075,0.005860212834070909,0.0058803567916343715,0.005849623574844445,0.0058055682719755095,0.00571656943994059
