,500.0,1000.0,1500.0,2000.0,2500.0,3000.0,4000.0
H,4323170092712.631,8374148627386.519,12146099030583.467,15736285042198.719,19109262675186.88,22299363882377.652,28189934166001.863
H+,307868415.4382757,1153697996.1478693,2483422917.0370975,4292992017.7712593,6566210192.402147,9290049551.115046,15999556011.853254
H2,319894990669540.9,317868993412236.94,315982913783992.5,314187732610277.8,312500966693299.0,310905315483308.25,307957660410374.25
H2+,1954661599.4512072,1857406122.0712538,1531902398.239209,1128790649.9760387,738898663.0995623,424412737.2728777,92391400.15438227
H3+,1671543136.4320314,1793096905.772587,1636475512.01774,1360805581.9759789,1047727838.1727135,749842932.7268522,314642418.5093675
ne,3934073151.321514,4804201023.99171,5651800827.294046,6782588249.723277,8352836693.674423,10464305221.114777,16406589830.517004
Te,0.00023962782939111464,0.0002420444357680042,0.00024002352675034716,0.00023617843084453244,0.00023167670908410637,0.00022724199621262955,0.00022131221661240337
