,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0
H,42127455821.64302,128677072393.74368,305142578356.43567,678629580401.3728,1453454299048.25,3065472027924.325,6483583040935.486,13656256659969.373,28718581127757.035,59849266233602.66
H+,248369354.5114654,401952605.8741482,509549385.21714884,610189315.8036089,725344712.7993759,878703296.0707941,1118665679.0229142,1564903846.5557165,2770754378.1531243,62821713152.89904
H2,322038109685955.2,321994721210916.25,321906298655581.0,321719289898743.4,321331508219063.75,320524959366045.0,318815019918830.8,315226936709613.9,307690398814575.06,291746331710460.44
H2+,141251596.74326408,180808782.66766894,246119132.5209209,348834870.56385297,514455434.7364768,797515832.455322,1338161348.283227,2572287910.654394,6913814270.460741,356185033409.97943
H3+,1168517512.6430888,1166729473.5194666,1213858549.7851696,1288671957.6649816,1386086686.642585,1506252614.2312932,1655128615.087467,1847897984.3269546,2135370997.2680745,1753939440.5396152
ne,1558138463.8978183,1749490862.0612838,1969527067.5232394,2247696144.0324435,2625886834.1784377,3182471742.757409,4111955642.393608,5985089741.5370655,11819939645.881939,420760686003.4181
Te,1.863853110209317e-05,2.346207661240705e-05,3.063910766667156e-05,4.17568864945959e-05,6.016728862352705e-05,9.386857508284589e-05,0.0001674794929517068,0.0003774810813321882,0.001495313636765909,5.577876829624469
