,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5
H,20385748998167.773,29873211738479.523,39025297936850.35,47853727613048.54,56373886598077.734,64601104436545.9,72549996389587.17,80234412432765.38,87667325528206.81,94861177464812.62,101827560121873.4,108577585091060.0,115121696984311.23,121469841902248.16,127631435885193.88,133615053383697.8,139428965217478.11,145081357110466.97,150579076232997.2,155929354695141.38,161138571949395.6,166212828096637.0,171157781407339.66,175978861420626.47,180681103009074.12,185269628703667.1,189748574928876.6,194122338101533.66,198395054611404.84,202570036670823.3,206651735588074.5,210643004730400.28,214547046409778.1,218367005806241.56,222105721707748.28,225766291360391.28
H+,43232844299.9297,69301416430.92134,93872232697.411,116603760733.1494,137531091154.14032,156804797847.26105,174575087909.73932,190990894374.22256,206203015511.66626,220348697695.08102,233497186986.3471,245750288617.0819,257187521635.02176,267867523801.99896,277913873547.47144,287298002025.5671,296077673753.2488,304395626143.0964,312199047727.0983,319507970111.596,326447996222.4212,332959663144.28265,339096778407.99713,344878249047.40594,350336788893.52844,355515203784.0219,360393323091.3223,364994224678.4408,369354723279.18384,373412652619.87256,377341269576.83826,381018429909.71735,384497412627.635,387769028864.8937,390830812981.002,393788711113.1558
H2,53978039632336.02,65263937331359.3,76726472121145.39,88356693762317.9,100145284040022.42,112083588807403.28,124163717275985.06,136378343072609.7,148720656706048.28,161184188804850.2,173763075105225.12,186451612499971.6,199244482076079.3,212136658346427.16,225123218011097.94,238200012924999.75,251362833252070.75,264607304631381.4,277930176332892.56,291327830533847.25,304796814766511.3,318334255064482.06,331937222425568.44,345602982690891.7,359328961764828.0,373112515722022.2,386951640456953.9,400844097451278.0,414787741625918.44,428781079905859.44,442821471187945.1,456907797421535.75,471038332076126.1,485211532877451.56,499425992740952.3,513679899643079.44
H2+,173485871144.66003,205619999254.41147,226894202343.25647,241202351057.5307,250681823901.2762,256689422753.15027,260095287141.03403,261525979552.2279,261478623362.24658,260338047283.03537,258291943912.3043,255569851053.05124,252332414648.87958,248681783933.7421,244849783432.77,240739085681.29092,236432733341.62573,232190597575.3374,227859516351.97055,223437440504.5704,219150821237.39407,214830807406.00143,210552336336.84787,206316572099.0474,202156402110.64996,198127318434.92172,194152024682.24008,190246595411.53015,186459757797.47668,182624496769.45892,179093492193.55643,175569661015.0117,172145502381.02856,168774274294.1956,165425637616.4151,162317665795.28845
H3+,30814600378.175896,49655999022.21079,70270719773.4476,92236845984.58871,115201294682.64032,138868923020.67926,162998340886.64255,187389785862.12085,211876916383.75552,236323082519.1699,260625623279.3261,284695785962.3609,308464371617.24664,331878692707.7597,354886526577.7971,377469561030.566,399602796920.6237,421253073645.0576,442424866295.4354,463114042261.3597,483302927422.0659,503006520821.70123,522223506368.381,540959731882.99585,559220140700.0839,577008576073.5549,594340554662.2328,611224540758.9231,627667034130.956,643691412816.2755,659281770620.5906,674471122339.9722,689263625217.3816,703673293038.4045,717712967495.8428,731377551247.0476
ne,247533315822.76562,324577414707.54364,391037154814.1151,450042957775.2688,503414209738.0568,552363143621.0906,597668715937.4159,639906659788.5713,679558555257.6683,717009827497.2863,752414754177.9775,786015925632.4941,817984307901.148,848428000443.5007,877650183558.0386,905506648737.4241,932113204015.4983,957839297363.4915,982483430374.5043,1006059452877.5261,1028901744881.8812,1050796991371.9854,1071872621113.226,1092154553029.4492,1111713331704.2622,1130651098292.4985,1148885902435.7952,1166465360848.894,1183481515207.6167,1199728562205.607,1215716532390.9854,1231059213264.7012,1245906540226.0452,1260216596197.4937,1273969418093.2598,1287483928155.492
Te,13.888867818941005,11.350539341716459,9.911123753218908,8.920254897596346,8.242812889841812,7.764198166642363,7.315315331901824,6.931478723374368,6.623659190624234,6.434509870329744,6.22823849910506,6.024008232452497,5.840349576264523,5.6605046286783605,5.582903424349375,5.430732927883248,5.255891169213574,5.216954064890087,5.140376575718607,5.007810604439802,4.984787728839494,4.9126837121751175,4.828055002164493,4.746952543526915,4.66712838392604,4.6312154241392305,4.587681234113979,4.528017509673263,4.499915650776837,4.383607608415851,4.379879519649229,4.339417953940173,4.321146439843052,4.276805824922843,4.197170340417057,4.19036662065614
