,0,1,2,3,4
0,0.4837010170150584,0.4883714631418482,0.02792751984309327,21.787609340448366,1009881425605.8623
1,0.48405372770858657,0.46750123080938616,0.048445041482027176,14.532003914957938,1009170738503.9794
2,0.47311583500582877,0.45519911609543134,0.07168504889873982,11.751419932969757,1009581203730.9332
3,0.4567672482193793,0.4453580768966448,0.09787467488397594,10.172926967553405,1009497081168.4958
4,0.4426549686722603,0.4325429206159488,0.12480211071179093,9.148350395514566,1008676514734.1368
5,0.42914143429545354,0.4185691072866901,0.15228945841785635,8.415689362424558,1008875301277.0369
6,0.4160511881398516,0.40398777833761873,0.17996103352252962,7.834447131084429,1009651773260.4213
7,0.40295574626308733,0.3893208089259515,0.20772344481096108,7.39616189628377,1008338545601.1375
8,0.3936029838479198,0.3731110727383781,0.23328594341370204,7.014659671875427,1007200999857.4445
9,0.38222345197090335,0.3583126819679802,0.25946386606111643,6.661597446154417,1007315327102.3754
10,0.3720321606605126,0.34360328597420103,0.2843645533652864,6.42906981165943,1010010306527.352
11,0.36098580563940574,0.3297805122429486,0.3092336821176456,6.248936508169068,1007889485882.1053
12,0.35151321427608634,0.3160993785947745,0.33238740712913933,6.069427986337651,1009287154205.5378
13,0.3450042133862726,0.30221847265493706,0.35277731395879036,5.9011163166553775,1009144898736.3586
14,0.33556007447321495,0.28992570424212133,0.3745142212846637,5.735230446275437,1007257830983.2223
15,0.3275760674625002,0.27795595142455476,0.394467981112945,5.588192350842891,1009004393450.9199
16,0.31917937056890433,0.26673380455804924,0.4140868248730465,5.474433231898169,1007182899423.5404
17,0.31133190219201606,0.2560406571001475,0.4326274407078364,5.343271051578184,1006210384993.0874
18,0.30693718618488597,0.2452569676882155,0.44780584612689855,5.221712990879594,1007248414268.9336
19,0.30077130559399795,0.23556331436937497,0.4636653800366271,5.16956653177845,1009930625282.9805
20,0.2931646769722482,0.22657380238373903,0.4802615206440128,5.049071355756789,1005619191564.6292
21,0.28779115077582423,0.21780344981269106,0.49440539941148476,4.967371205829846,1008719112783.72
22,0.2810120609966804,0.209712916405496,0.5092750225978235,4.877601331972642,1005166133421.3129
23,0.27659120944491666,0.2018369760770905,0.521571814477993,4.806965498533446,1009912290247.1942
24,0.27315049417885984,0.19421471816155247,0.5326347876595876,4.7673250984821545,1008665204260.9006
25,0.26726759556346374,0.18731185216151605,0.5454205522750203,4.682517219422801,1005383728958.7524
26,0.2625717004495425,0.1807331303731004,0.5566951691773571,4.651327429536152,1006147611599.0549
27,0.2578110133847544,0.17449482284560408,0.5676941637696415,4.591986445507622,1005720114920.4863
28,0.25435785772553793,0.16850035706874758,0.5771417852057145,4.551173841697936,1009793520195.4182
29,0.24948763341064178,0.1629065036729487,0.5876058629164095,4.487851972987671,1007311093813.4613
30,0.2459604092708825,0.15752916185164842,0.5965104288774691,4.44186872305016,1009595834369.109
31,0.2411030038740955,0.1525054408127696,0.6063915553131349,4.396215423385128,1005295772950.8285
32,0.23752135858571763,0.14767678170433468,0.6148018597099477,4.36327307341819,1005945098918.2454
33,0.23395705881537973,0.14307361097453436,0.6229693302100858,4.32068481184229,1005905181834.4984
34,0.23233436731643278,0.13851600552871182,0.6291496271548555,4.268050262729126,1005712621296.5135
35,0.22872466866321436,0.13436815188189757,0.6369071794548881,4.243628640377507,1004336558580.3165
36,0.226439017122293,0.13034906004328298,0.6432119228344241,4.201728126322808,1008538780837.6731
37,0.22286151436860827,0.1265728330377442,0.6505656525936475,4.162696054376791,1006030127222.4653
