,0,1,2,3
0,0.17465464863277036,0.7008586725710744,0.12448667879615533,13.888867818941005
1,0.2135127500888024,0.6335006378668792,0.1529866120443183,11.350539341716459
2,0.2400596248763994,0.5802369405309165,0.17970343459268404,9.911123753218908
3,0.25909473466614286,0.53595406147423,0.2049512038596272,8.920254897596346
4,0.2731966807724842,0.497963345197813,0.22883997402970288,8.242812889841812
5,0.2838799070106419,0.46471135106949457,0.2514087419198635,7.764198166642363
6,0.2920934010004628,0.4351830373672588,0.2727235616322784,7.315315331901824
7,0.29846680207598875,0.4086939486434436,0.2928392492805677,6.931478723374368
8,0.30343671478535095,0.3847771782714172,0.3117861069432319,6.623659190624234
9,0.30731614720568806,0.3630885342140177,0.3295953185802943,6.434509870329744
10,0.3103304204094797,0.34328399659638714,0.34638558299413313,6.22823849910506
11,0.3126530654189108,0.3251458942735777,0.36220104030751143,6.024008232452497
12,0.31441620474961784,0.30848075227302957,0.37710304297735264,5.840349576264523
13,0.31572216341513476,0.29310888349246855,0.39116895309239674,5.6605046286783605
14,0.31665677140383475,0.27898334441193473,0.4043598841842305,5.582903424349375
15,0.3172787327692796,0.26586120159024884,0.4168600656404715,5.430732927883248
16,0.3176413256219959,0.25365238076564633,0.42870629361235774,5.255891169213574
17,0.31779404643447295,0.2424108075482553,0.43979514601727165,5.216954064890087
18,0.3177652040483715,0.23192199410947295,0.4503128018421556,5.140376575718607
19,0.3175835873294972,0.22209168639636134,0.4603247262741414,5.007810604439802
20,0.31727810536456785,0.21299489706138341,0.46972699757404873,4.984787728839494
21,0.31686392888273307,0.2044455867022469,0.47869048441502,4.9126837121751175
22,0.31635921258611666,0.19643410251320007,0.4872066849006833,4.828055002164493
23,0.3157778796881567,0.18890785331321527,0.495314266998628,4.746952543526915
24,0.3151323087548661,0.18184220369179452,0.5030254875533394,4.66712838392604
25,0.3144340498328074,0.175232942093394,0.5103330080737987,4.6312154241392305
26,0.31368939450578964,0.1689915632793572,0.5173190422148531,4.587681234113979
27,0.31290618386886054,0.16309665232843124,0.5239971638027082,4.528017509673263
28,0.3120916706623748,0.15755189701020914,0.5303564323274159,4.499915650776837
29,0.3112476141548074,0.1522215128676424,0.5365308729775503,4.383607608415851
30,0.3103858996099281,0.14731517374476105,0.5422989266453108,4.379879519649229
31,0.30950455169355945,0.14261674753191653,0.547878700774524,4.339417953940173
32,0.30860855145513205,0.1381688728833514,0.5532225756615166,4.321146439843052
33,0.3077003032930419,0.13392481483218482,0.5583748818747735,4.276805824922843
34,0.3067819426670033,0.12985055627473882,0.563367501058258,4.197170340417057
35,0.30585912763766726,0.12607354720756175,0.568067325154771,4.19036662065614
