,H+,H2+,H3+,Te,ne
0.1,0.026190726335882455,0.0011264417866111618,0.9726828318775064,0.118545329513078,181419529914.80127
0.1090909090909091,0.027153363443386213,0.0011716787242135136,0.9716749578324003,0.12040631849006316,190365819412.612
0.1181818181818182,0.03211328953583617,0.0012489898612020797,0.9666377206029618,0.12269811814777133,199879919719.65347
0.1272727272727273,0.03495506367414106,0.001337218959034784,0.9637077173668241,0.12461781706923683,208052176012.147
0.13636363636363635,0.03744804008815202,0.00139699972743049,0.9611549601844174,0.12672942639546497,215388719519.77634
0.14545454545454545,0.04116545480311455,0.0015000453603978487,0.9573344998364876,0.12908576760644022,223735586011.743
0.15454545454545454,0.04307446233716301,0.0015696067934550923,0.955355930869382,0.13109499912802092,230047266062.38983
0.16363636363636364,0.04283455478092892,0.0016337953832916672,0.9555316498357793,0.1337847217829726,235907519995.68256
0.17272727272727273,0.01366571468820977,0.0015065531851532344,0.984827732126637,0.1366524851193979,242737265756.4993
0.18181818181818182,0.04879538524465643,0.0018291192695446175,0.949375495485799,0.13856127455044842,248241379737.21506
0.19090909090909092,0.053171860656243186,0.0019434418512521518,0.9448846974925046,0.14062159725397338,255120579079.03424
0.2,0.055084971786759696,0.0020318287853119373,0.9428831994279283,0.14385366285158002,259817401961.91928
0.2090909090909091,0.05749483737010089,0.002171558516688905,0.9403336041132102,0.14659927155253336,264705794490.27853
0.2181818181818182,0.05938264051520802,0.002305111877556243,0.9383122476072357,0.1487071280703944,270442821542.15826
0.22727272727272727,0.06118185384899691,0.002360777679573532,0.9364573684714296,0.1517183042664932,275855385112.32745
0.23636363636363636,0.0666880961767842,0.0025557637057179406,0.9307561401174979,0.1541196263737233,281943216489.53705
0.24545454545454545,0.07059606954963309,0.002736639310839087,0.9266672911395278,0.15724051045790208,285275702716.3608
0.2545454545454545,0.07003050800371896,0.002855254952157399,0.9271142370441237,0.16052054697130982,290898712946.7889
0.26363636363636367,0.07434109281157752,0.003087676949093058,0.9225712302393294,0.1637343497168746,295138586328.6248
0.2727272727272727,0.07507367854588758,0.003252890116410572,0.921673431337702,0.16676311106750044,300140331238.11914
0.28181818181818186,0.0816275369700767,0.003413539695251515,0.9149589233346717,0.16859180820400488,305285576486.6232
0.2909090909090909,0.08023053402355233,0.0035979230661722867,0.9161715429102755,0.17316979864478788,309241502727.8084
0.3,0.08477311240273225,0.0038637189719060404,0.9113631686253617,0.1770633621729877,313113390244.7229
0.3090909090909091,0.08845669327968414,0.004121896387845248,0.9074214103324706,0.18037255585893633,318163076094.4064
0.3181818181818182,0.09049048469515705,0.004223865315648609,0.9052856499891943,0.18273544708275924,323047484445.00195
0.32727272727272727,0.09391803219314168,0.0045156030104464406,0.9015663647964118,0.1872109283534134,327234789782.7278
0.33636363636363636,0.09727224556108674,0.004788412114782503,0.8979393423241308,0.19165485377430477,330561415636.1586
0.34545454545454546,0.09901995168526294,0.005111222919055984,0.8958688253956811,0.19523530764277594,335553435471.94055
0.3545454545454545,0.10037501410498745,0.005443950404215253,0.8941810354907973,0.1996584505399748,339702849050.91595
0.36363636363636365,0.10023157940835513,0.005714033485885664,0.8940543871057592,0.2038176011374083,343367318841.9286
0.3727272727272727,0.10887218993287179,0.006110759409441776,0.8850170506576864,0.20783172388157667,348479251572.2146
0.38181818181818183,0.11046703900933103,0.006462443564403991,0.883070517426265,0.2123785668151057,352691731030.52234
0.3909090909090909,0.11408700640882262,0.0068642604806500845,0.8790487331105273,0.21725328893981605,357154080778.18823
0.4,0.1155223974906386,0.007283698186062085,0.8771939043232994,0.221557642140393,360908417240.7785
0.40909090909090906,0.1181031492039698,0.007698750148757786,0.8741981006472723,0.22661619308303785,365017142326.668
0.4181818181818182,0.12051045710024182,0.00821721495125324,0.8712723279485048,0.23262489224864935,369091446267.88446
0.42727272727272725,0.12192257441118098,0.008672533546988659,0.8694048920418304,0.23786411237603095,373599200827.7126
0.4363636363636364,0.12573121743428814,0.009197896903847893,0.865070885661864,0.24299086842309622,377897717809.8707
0.44545454545454544,0.12398977404850188,0.009663476951395125,0.8663467490001029,0.24985682018155103,381643916790.5602
0.4545454545454546,0.12808009042396645,0.010137675037538521,0.8617822345384949,0.25523729236650194,386261271049.1571
0.4636363636363636,0.13043442932640986,0.010869677974375585,0.8586958926992145,0.2623642914429167,390111565442.7125
0.47272727272727266,0.13291447271171264,0.01139972169349676,0.8556858055947907,0.2674018654161908,393700930698.2477
0.4818181818181818,0.13539643066414433,0.012164565250344206,0.8524390040855114,0.27499272978215555,399056444487.5888
0.49090909090909085,0.14074824068087186,0.012933060849934244,0.8463186984691939,0.2807738234406063,403335455736.2375
0.5,0.1402263607314286,0.013755292024313323,0.8460183472442581,0.2900880455723706,407392340865.5986
0.509090909090909,0.14437866300352192,0.014523970789642697,0.8410973662068355,0.2957815914821101,412504281842.9657
0.5181818181818182,0.14686435333671172,0.015374106943192713,0.8377615397200956,0.303317336721293,416812234706.75476
0.5272727272727272,0.14416418927257613,0.01612333459232428,0.8397124761350997,0.3122239534127939,420520314078.58606
0.5363636363636364,0.15182723430376863,0.017228456473592065,0.8309443092226393,0.3203658165627977,425633786836.0152
0.5454545454545454,0.15553353120353225,0.018304924169898353,0.8261615446265694,0.33023707206366687,429365081172.445
0.5545454545454546,0.1551055692585906,0.019299218571079593,0.8255952121703297,0.33783879088971086,434761276768.1576
0.5636363636363636,0.15745495010084049,0.02038170616181267,0.8221633437373469,0.34795727558088957,438584692528.21344
0.5727272727272728,0.16318644425874992,0.02183460993412439,0.8149789458071257,0.3578127034852798,444889684011.8474
0.5818181818181818,0.16419621887976446,0.02301094391255204,0.8127928372076835,0.3688025637609593,449632681115.0405
0.5909090909090909,0.1682004124294201,0.024431792533753584,0.8073677950368263,0.37903194162006515,454834575548.23474
0.6,0.16560629293441143,0.025696068614858996,0.8086976384507295,0.39114553155935594,459407245140.52374
0.609090909090909,0.17161653049434508,0.027283663751658336,0.8010998057539966,0.4030520466366222,464203413829.0521
0.6181818181818182,0.17245535324696024,0.028684523650038617,0.7988601231030011,0.41599201691401705,470521163855.6551
0.6272727272727272,0.17838137146268196,0.030623978966710038,0.7909946495706079,0.42771527739763726,475938858573.7616
0.6363636363636364,0.17923637710481052,0.03223089439256873,0.7885327285026208,0.44153674405482385,480770634462.6414
0.6454545454545454,0.18171462029808927,0.03384482352172158,0.7844405561801892,0.4548574064902863,486580249513.819
0.6545454545454545,0.18428209663620396,0.03581321792631796,0.779904685437478,0.47027008231333406,492396757388.86285
0.6636363636363636,0.18495124946423996,0.037707893594682386,0.7773408569410777,0.48596145160584914,497703317705.42004
0.6727272727272727,0.18557247791522424,0.03998682657210191,0.7744406955126738,0.5037967039323147,504115618774.07227
0.6818181818181818,0.1900888955200091,0.042302073894205684,0.7676090305857852,0.521748409494012,510264825774.1376
0.6909090909090908,0.19247295203472217,0.0447729552922609,0.762754092673017,0.5430444711402507,515501803397.8048
0.7,0.19705549165482117,0.047257040858133474,0.7556874674870454,0.5591498123114608,522633809770.5307
0.709090909090909,0.19957137508307493,0.04990380912692608,0.750524815789999,0.5788029991151804,528395102798.6725
