,0
0.01,1.597507701996195e-14
0.011,1.5265064706323505e-14
0.011999999999999999,1.464446483797518e-14
0.012999999999999998,1.4095873072019452e-14
0.013999999999999997,1.3606295098121026e-14
0.014999999999999996,1.3165805277544589e-14
0.015999999999999993,1.2766672731483374e-14
0.016999999999999994,1.2402773731519667e-14
0.017999999999999995,1.2069185717463928e-14
0.018999999999999993,1.1761900091097973e-14
0.01999999999999999,1.1477614771077293e-14
0.02099999999999999,1.1213581575515374e-14
0.021999999999999992,1.0967492082916548e-14
0.02299999999999999,1.0737391002865221e-14
0.023999999999999987,1.052160954541841e-14
0.024999999999999988,1.0318713549933247e-14
0.02599999999999999,1.0127462657064941e-14
0.02699999999999999,9.946777847495896e-15
0.027999999999999983,9.775715392803034e-15
0.028999999999999984,9.613445772667749e-15
0.029999999999999985,9.459236476316777e-15
0.030999999999999986,9.312437869419113e-15
0.03199999999999998,9.172471500632854e-15
0.03299999999999998,9.03882036497694e-15
0.03399999999999998,8.911020748243842e-15
0.03499999999999998,8.788655357579701e-15
0.035999999999999976,8.671347505070118e-15
0.03699999999999998,8.558756158637304e-15
0.03799999999999998,8.450571711355931e-15
0.03899999999999998,8.346512349040903e-15
0.03999999999999997,8.246320918572484e-15
0.040999999999999974,8.149762217329612e-15
0.041999999999999975,8.056620638370412e-15
0.042999999999999976,7.966698117436113e-15
0.04399999999999998,7.879812337074726e-15
0.04499999999999997,7.795795150653526e-15
0.04599999999999997,7.714491195116763e-15
0.04699999999999997,7.635756666328228e-15
0.047999999999999966,7.559458234936235e-15
0.04899999999999997,7.48547208408393e-15
0.04999999999999997,7.41368305309578e-15
0.05099999999999997,7.34398387361011e-15
0.05199999999999997,7.276274486583138e-15
0.052999999999999964,7.210461430231082e-15
0.053999999999999965,7.14645729035936e-15
0.054999999999999966,7.084180205695945e-15
0.05599999999999996,7.023553421836512e-15
0.05699999999999996,6.964504888251493e-15
0.05799999999999996,6.906966893523942e-15
0.05899999999999996,6.850875734602084e-15
0.05999999999999996,6.796171416378321e-15
0.06099999999999996,6.742797378360365e-15
0.06199999999999996,6.690700245592072e-15
0.06299999999999996,6.6398296013202295e-15
0.06399999999999995,6.590137779197327e-15
0.06499999999999995,6.541579673065596e-15
0.06599999999999995,6.4941125625899965e-15
0.06699999999999995,6.447695953201812e-15
0.06799999999999995,6.402291428984475e-15
0.06899999999999995,6.357862517281997e-15
0.06999999999999995,6.3143745639411665e-15
0.07099999999999995,6.271794618213841e-15
0.07199999999999994,6.230091326447054e-15
0.07299999999999994,6.189234833778414e-15
0.07399999999999994,6.149196693133544e-15
0.07499999999999994,6.10994978089277e-15
0.07599999999999994,6.071468218656622e-15
0.07699999999999994,6.033727300595401e-15
0.07799999999999994,5.996703425917516e-15
0.07899999999999993,5.960374036035505e-15
0.07999999999999993,5.924717556048126e-15
0.08099999999999993,5.8897133401922685e-15
0.08199999999999993,5.855341620950103e-15
0.08299999999999993,5.821583461525282e-15
0.08399999999999994,5.78842071142764e-15
0.08499999999999994,5.755835964928724e-15
0.08599999999999992,5.723812522171337e-15
0.08699999999999992,5.6923343527348324e-15
0.08799999999999993,5.661386061474926e-15
0.08899999999999993,5.630952856471971e-15
0.08999999999999993,5.601020518935501e-15
0.09099999999999993,5.571575374925425e-15
0.09199999999999993,5.542604268761575e-15
0.09299999999999993,5.514094538003714e-15
0.09399999999999993,5.4860339898934515e-15
0.09499999999999992,5.458410879158174e-15
0.09599999999999992,5.431213887084767e-15
0.09699999999999992,5.404432101778177e-15
0.09799999999999992,5.3780549995262454e-15
0.09899999999999992,5.3520724271982695e-15
0.09999999999999992,5.326474585610156e-15
0.10099999999999992,5.301252013793999e-15
0.10199999999999991,5.276395574114515e-15
0.10299999999999991,5.2518964381789705e-15
0.10399999999999991,5.227746073490987e-15
0.10499999999999991,5.203936230802309e-15
0.10599999999999991,5.180458932119713e-15
0.10699999999999991,5.157306459327326e-15
0.10799999999999992,5.134471343387369e-15
0.10899999999999992,5.111946354084845e-15
0.10999999999999992,5.089724490284076e-15
0.1109999999999999,5.067798970667161e-15
0.1119999999999999,5.046163224926409e-15
0.1129999999999999,5.024810885384653e-15
0.11399999999999991,5.003735779019111e-15
0.11499999999999991,4.982931919865986e-15
0.11599999999999991,4.962393501784491e-15
0.11699999999999991,4.942114891560389e-15
0.1179999999999999,4.92209062233035e-15
0.1189999999999999,4.902315387309611e-15
0.1199999999999999,4.8827840338065624e-15
0.1209999999999999,4.863491557508849e-15
0.1219999999999999,4.844433097026538e-15
0.1229999999999999,4.825603928678806e-15
0.1239999999999999,4.806999461511366e-15
0.1249999999999999,4.788615232532699e-15
0.12599999999999992,4.770446902157764e-15
0.1269999999999999,4.752490249848637e-15
0.1279999999999999,4.734741169942053e-15
0.1289999999999999,4.717195667654466e-15
0.1299999999999999,4.699849855255764e-15
0.1309999999999999,4.682699948403272e-15
0.1319999999999999,4.665742262628191e-15
0.1329999999999999,4.648973209966981e-15
0.1339999999999999,4.632389295730741e-15
0.1349999999999999,4.6159871154058745e-15
0.1359999999999999,4.599763351679849e-15
0.1369999999999999,4.583714771586057e-15
0.1379999999999999,4.56783822376224e-15
0.1389999999999999,4.552130635817117e-15
0.1399999999999999,4.536589011800251e-15
0.1409999999999999,4.5212104297703625e-15
0.1419999999999999,4.50599203945762e-15
0.1429999999999999,4.490931060015625e-15
0.1439999999999999,4.4760247778590635e-15
0.1449999999999999,4.461270544583174e-15
0.1459999999999999,4.446665774961412e-15
0.14699999999999988,4.432207945017858e-15
0.14799999999999988,4.417894590171062e-15
0.14899999999999988,4.403723303446275e-15
0.14999999999999988,4.389691733753041e-15
0.15099999999999988,4.375797584225387e-15
0.15199999999999989,4.362038610621929e-15
0.15299999999999989,4.348412619783331e-15
0.1539999999999999,4.334917468144741e-15
0.1549999999999999,4.321551060300858e-15
0.1559999999999999,4.3083113476214895e-15
0.1569999999999999,4.295196326915455e-15
0.1579999999999999,4.2822040391409085e-15
0.1589999999999999,4.269332568160148e-15
0.1599999999999999,4.256580039537121e-15
0.1609999999999999,4.243944619375906e-15
0.16199999999999987,4.231424513198526e-15
0.16299999999999987,4.219017964860526e-15
0.16399999999999987,4.206723255502838e-15
0.16499999999999987,4.194538702538473e-15
0.16599999999999987,4.182462658672719e-15
0.16699999999999987,4.170493510955509e-15
0.16799999999999987,4.158629679864742e-15
0.16899999999999987,4.146869618419351e-15
0.16999999999999987,4.1352118113209895e-15
0.17099999999999987,4.123654774123267e-15
0.17199999999999988,4.1121970524274494e-15
0.17299999999999988,4.100837221103697e-15
0.17399999999999988,4.089573883536821e-15
0.17499999999999988,4.078405670895705e-15
0.17599999999999988,4.0673312414254775e-15
0.17699999999999988,4.0563492797616384e-15
0.17799999999999988,4.0454584962652985e-15
0.17899999999999985,4.0346576263788125e-15
0.17999999999999985,4.0239454300010266e-15
0.18099999999999986,4.013320690881476e-15
0.18199999999999986,4.002782216032824e-15
0.18299999999999986,3.992328835160925e-15
0.18399999999999986,3.981959400111869e-15
0.18499999999999986,3.971672784335418e-15
0.18599999999999986,3.961467882364277e-15
0.18699999999999986,3.951343609308614e-15
0.18799999999999986,3.941298900365361e-15
0.18899999999999986,3.931332710341717e-15
0.18999999999999986,3.921444013192442e-15
0.19099999999999986,3.911631801570406e-15
0.19199999999999987,3.901895086389998e-15
0.19299999999999987,3.8922328964029315e-15
0.19399999999999984,3.882644277786047e-15
0.19499999999999984,3.873128293740706e-15
0.19599999999999984,3.86368402410339e-15
0.19699999999999984,3.8543105649671455e-15
