	0
3.54	2.523075997982806e-16
3.55	2.500405825190339e-16
3.56	2.477948971467173e-16
3.57	2.45570365073912e-16
3.58	2.4336680827469916e-16
3.59	2.411840493315159e-16
3.5999999999999996	2.3902191146108033e-16
3.61	2.3688021853940444e-16
3.6199999999999997	2.347587951259096e-16
3.63	2.326574664866594e-16
3.6399999999999997	2.30576058616728e-16
3.65	2.2851439826171713e-16
3.6599999999999997	2.2647231293844084e-16
3.67	2.2444963095479e-16
3.6799999999999997	2.2244618142879665e-16
3.69	2.2046179430691037e-16
3.6999999999999997	2.1849630038150558e-16
3.71	2.1654953130763312e-16
3.7199999999999998	2.146213196190329e-16
3.73	2.1271149874342392e-16
3.7399999999999998	2.108199030170859e-16
3.75	2.089463676987483e-16
3.76	2.0709072898280318e-16
3.77	2.0525282401185537e-16
3.78	2.034324908886266e-16
3.79	2.0162956868722742e-16
3.8	1.9984389746381256e-16
3.81	1.9807531826663395e-16
3.82	1.96323673145506e-16
3.83	1.9458880516069742e-16
3.84	1.9287055839126438e-16
3.8499999999999996	1.9116877794283797e-16
3.86	1.8948330995488082e-16
3.8699999999999997	1.8781400160742613e-16
3.88	1.8616070112731214e-16
3.8899999999999997	1.8452325779392668e-16
3.9	1.8290152194447323e-16
3.9099999999999997	1.8129534497877292e-16
3.92	1.7970457936361393e-16
3.9299999999999997	1.78129078636662e-16
3.94	1.7656869740994338e-16
3.9499999999999997	1.7502329137291346e-16
3.96	1.7349271729512113e-16
3.9699999999999998	1.7197683302848338e-16
3.98	1.7047549750917885e-16
3.9899999999999998	1.6898857075917407e-16
4.0	1.6751591388739095e-16
4.01	1.6605738909052986e-16
4.02	1.64612859653555e-16
4.03	1.6318218994985595e-16
4.04	1.6176524544109461e-16
4.05	1.60361892676746e-16
4.06	1.5897199929334575e-16
4.07	1.575954340134519e-16
4.08	1.562320666443316e-16
4.09	1.5488176807638055e-16
4.1	1.5354441028128667e-16
4.109999999999999	1.5221986630994484e-16
4.12	1.5090801029013245e-16
4.13	1.4960871742395432e-16
4.14	1.4832186398506462e-16
4.1499999999999995	1.4704732731567482e-16
4.16	1.4578498582335532e-16
4.17	1.4453471897763897e-16
4.18	1.4329640730643233e-16
4.1899999999999995	1.4206993239224542e-16
4.2	1.4085517686824355e-16
4.21	1.3965202441413176e-16
4.22	1.3846035975187529e-16
4.2299999999999995	1.372800686412664e-16
4.24	1.3611103787534112e-16
4.25	1.3495315527565497e-16
4.26	1.338063096874209e-16
4.27	1.3267039097451877e-16
4.28	1.315452900143801e-16
4.29	1.3043089869275485e-16
4.3	1.2932710989836523e-16
4.31	1.2823381751745283e-16
4.32	1.2715091642822383e-16
4.33	1.2607830249519808e-16
4.34	1.2501587256346572e-16
4.35	1.2396352445285826e-16
4.36	1.229211569520376e-16
4.37	1.2188866981250787e-16
4.38	1.2086596374255453e-16
4.39	1.198529404011156e-16
4.3999999999999995	1.1884950239158893e-16
4.41	1.1785555325557945e-16
4.42	1.1687099746659113e-16
4.43	1.1589574042366655e-16
4.4399999999999995	1.1492968844497885e-16
4.45	1.1397274876137903e-16
4.46	1.1302482950990293e-16
4.47	1.1208583972724e-16
4.4799999999999995	1.1115568934316882e-16
4.49	1.1023428917396162e-16
4.5	1.093215509157612e-16
4.51	1.084173871379329e-16
4.52	1.0752171127639559e-16
4.53	1.0663443762693329e-16
4.54	1.0575548133849139e-16
4.55	1.0488475840645859e-16
4.56	1.0402218566593889e-16
4.57	1.0316768078501478e-16
4.58	1.0232116225800504e-16
4.59	1.0148254939871828e-16
4.6	1.0065176233370548e-16
4.61	9.982872199551344e-17
4.62	9.901335011594141e-17
4.63	9.820556921930162e-17
4.64	9.740530261568782e-17
4.6499999999999995	9.66124743942518e-17
4.66	9.582700941649077e-17
4.67	9.504883330954712e-17
4.68	9.427787245952138e-17
4.6899999999999995	9.351405400480158e-17
4.7	9.275730582940898e-17
4.71	9.200755655636304e-17
4.72	9.126473554106527e-17
4.7299999999999995	9.052877286470545e-17
4.74	8.979959932768969e-17
4.75	8.907714644309311e-17
4.76	8.836134643013656e-17
4.77	8.765213220769029e-17
4.78	8.694943738780479e-17
4.79	8.625319626926981e-17
4.8	8.55633438312026e-17
4.81	8.487981572666666e-17
4.82	8.420254827632167e-17
4.83	8.353147846210541e-17
4.84	8.286654392094831e-17
4.85	8.220768293852206e-17
4.86	8.15548344430224e-17
4.87	8.090793799898706e-17
4.88	8.02669338011493e-17
4.89	7.96317626683281e-17
4.8999999999999995	7.900236603735517e-17
4.91	7.837868595703928e-17
4.92	7.776066508216956e-17
4.93	7.714824666755591e-17
4.9399999999999995	7.654137456210973e-17
4.95	7.593999320296344e-17
4.96	7.534404760963015e-17
4.97	7.475348337820333e-17
4.9799999999999995	7.416824667559714e-17
4.99	7.358828423382782e-17
5.0	7.30135433443363e-17
5.01	7.244397185235178e-17
5.02	7.187951815129781e-17
5.03	7.132013117723958e-17
5.04	7.076576040337411e-17
5.05	7.021635583456201e-17
5.06	6.967186800190221e-17
5.07	6.913224795734924e-17
5.08	6.859744726837324e-17
5.09	6.806741801266269e-17
5.1	6.754211277287039e-17
5.11	6.702148463140195e-17
5.12	6.650548716524809e-17
5.13	6.599407444085905e-17
5.14	6.548720100906304e-17
5.1499999999999995	6.498482190002715e-17
5.16	6.448689261826167e-17
5.17	6.399336913766746e-17
5.18	6.350420789662619e-17
5.1899999999999995	6.301936579313361e-17
5.2	6.25388001799759e-17
5.21	6.206246885994879e-17
5.22	6.15903300811191e-17
5.2299999999999995	6.112234253212956e-17
5.24	6.065846533754544e-17
5.25	6.019865805324438e-17
5.26	5.97428806618478e-17
5.27	5.92910935681949e-17
5.28	5.884325759485847e-17
5.29	5.839933397770288e-17
5.3	5.795928436148318e-17
5.31	5.752307079548613e-17
5.32	5.709065572921262e-17
5.33	5.666200200810108e-17
5.34	5.623707286929165e-17
5.35	5.581583193743163e-17
5.36	5.539824322052099e-17
5.37	5.498427110579863e-17
5.38	5.457388035566833e-17
5.39	5.4167036103665037e-17
5.3999999999999995	5.3763703850460594e-17
5.41	5.3363849459908923e-17
5.42	5.2967439155130666e-17
5.43	5.257443951463636e-17
5.4399999999999995	5.2184817468488797e-17
5.45	5.179854029450357e-17
5.46	5.1415575614488133e-17
5.47	5.1035891390518474e-17
5.4799999999999995	5.065945592125383e-17
5.49	5.028623783828874e-17
5.5	4.9916206102542463e-17
5.51	4.954933000068494e-17
5.52	4.9185579141599914e-17
5.53	4.8824923452884167e-17
5.54	4.846733317738299e-17
5.55	4.8112778869761485e-17
5.56	4.776123139311142e-17
5.57	4.7412661915593504e-17
5.58	4.7067041907114764e-17
5.59	4.6724343136040317e-17
5.6	4.638453766594005e-17
5.61	4.6047597852369306e-17
5.62	4.5713496339683593e-17
5.63	4.5382206057886665e-17
5.64	4.5053700219512416e-17
5.6499999999999995	4.472795231653942e-17
5.66	4.440493611733855e-17
5.67	4.408462566365315e-17
5.68	4.376699526761103e-17
5.6899999999999995	4.3452019508769e-17
5.7	4.313967323118859e-17
5.71	4.282993154054361e-17
5.72	4.252276980125828e-17
5.7299999999999995	4.221816363367672e-17
5.74	4.191608891126265e-17
5.75	4.161652175782962e-17
5.76	4.1319438544800905e-17
5.77	4.1024815888499456e-17
5.78	4.0732630647467066e-17
5.79	4.0442859919812924e-17
5.8	4.01554810405907e-17
5.81	3.987047157920463e-17
5.82	3.9587809336843704e-17
5.83	3.930747234394407e-17
5.84	3.9029438857679056e-17
5.85	3.875368735947692e-17
5.86	3.848019655256571e-17
5.87	3.820894535954528e-17
5.88	3.793991291998584e-17
5.89	3.767307858805309e-17
5.8999999999999995	3.740842193015958e-17
5.91	3.7145922722641875e-17
5.92	3.688556094946366e-17
5.93	3.6627316799943896e-17
5.9399999999999995	3.637117066651043e-17
5.95	3.611710314247847e-17
5.96	3.586509501985365e-17
5.97	3.561512728715946e-17
5.9799999999999995	3.536718112728897e-17
5.99	3.5121237915380284e-17
6.0	3.4877279216715924e-17
6.01	3.4635286784645245e-17
6.02	3.439524255853037e-17
6.03	3.415712866171477e-17
6.04	3.3920927399514883e-17
6.05	3.368662125723373e-17
6.06	3.3454192898197106e-17
6.07	3.3223625161811575e-17
6.08	3.299490106164434e-17
6.09	3.276800378352443e-17
6.1	3.254291668366529e-17
6.11	3.231962328680849e-17
6.12	3.2098107284388225e-17
6.13	3.1878352532716244e-17
6.14	3.166034305118743e-17
6.15	3.1444063020505384e-17
6.16	3.1229496780928074e-17
6.17	3.101662883053303e-17
6.18	3.080544382350223e-17
6.1899999999999995	3.0595926568426275e-17
6.2	3.038806202662749e-17
6.21	3.018183531050219e-17
6.22	2.9977231681881354e-17
6.2299999999999995	2.9774236550409914e-17
6.24	2.957283547194429e-17
6.25	2.937301414696805e-17
6.26	2.917475841902527e-17
6.27	2.8978054273171755e-17
6.28	2.8782887834443633e-17
6.29	2.858924536634331e-17
6.3	2.839711326934238e-17
6.31	2.8206478079401546e-17
6.32	2.801732646650727e-17
6.33	2.782964523322487e-17
6.34	2.7643421313268002e-17
6.35	2.7458641770084247e-17
6.36	2.727529379545679e-17
6.37	2.7093364708121808e-17
6.38	2.691284195240145e-17
6.39	2.6733713096852336e-17
6.4	2.6555965832929304e-17
6.41	2.6379587973664255e-17
6.42	2.6204567452359898e-17
6.43	2.603089232129825e-17
6.4399999999999995	2.5858550750463827e-17
6.45	2.5687531026281086e-17
6.46	2.5517821550366352e-17
6.47	2.5349410838293604e-17
6.4799999999999995	2.5182287518374393e-17
6.49	2.5016440330451397e-17
6.5	2.485185812470583e-17
6.51	2.4688529860477956e-17
6.52	2.4526444605101282e-17
6.53	2.4365591532749686e-17
6.54	2.4205959923297686e-17
6.55	2.4047539161193445e-17
6.56	2.389031873434466e-17
6.57	2.373428823301683e-17
6.58	2.3579437348744166e-17
6.59	2.3425755873252588e-17
6.6	2.327323369739497e-17
6.61	2.3121860810098392e-17
6.62	2.2971627297323268e-17
6.63	2.2822523341034078e-17
6.64	2.2674539218181893e-17
6.65	2.2527665299698193e-17
6.66	2.2381892049500144e-17
6.67	2.2237210023506972e-17
6.68	2.2093609868667443e-17
6.6899999999999995	2.1951082321998335e-17
6.7	2.1809618209633634e-17
6.71	2.1669208445884525e-17
6.72	2.1529844032309855e-17
6.7299999999999995	2.139151605679709e-17
6.74	2.1254215692653604e-17
6.75	2.1117934197708187e-17
6.76	2.0982662913422534e-17
6.77	2.0848393264012877e-17
6.78	2.0715116755581304e-17
6.79	2.0582824975256995e-17
6.8	2.0451509590346862e-17
6.81	2.0321162347495943e-17
6.82	2.019177507185701e-17
6.83	2.006333966626966e-17
6.84	1.9935848110448372e-17
6.85	1.980929246017985e-17
6.86	1.9683664846529234e-17
6.87	1.9558957475055248e-17
6.88	1.9435162625034035e-17
6.89	1.931227264869174e-17
6.9	1.9190279970445615e-17
6.91	1.9069177086153685e-17
6.92	1.894895656237259e-17
6.93	1.882961103562393e-17
6.9399999999999995	1.8711133211668606e-17
6.95	1.8593515864789364e-17
6.96	1.8476751837081296e-17
6.97	1.8360834037750156e-17
6.9799999999999995	1.8245755442418613e-17
6.99	1.8131509092440107e-17
7.0	1.8018088094220447e-17
7.01	1.7905485618546785e-17
7.02	1.7793694899924168e-17
7.03	1.7682709235919404e-17
7.04	1.7572521986512275e-17
7.05	1.746312657345375e-17
7.06	1.7354516479631553e-17
7.07	1.7246685248442552e-17
7.08	1.7139626483172267e-17
7.09	1.7033333846381084e-17
7.1	1.6927801059297344e-17
7.11	1.6823021901217108e-17
7.12	1.6718990208910607e-17
7.13	1.6615699876035125e-17
7.14	1.651314485255447e-17
7.15	1.641131914416478e-17
7.16	1.6310216811726713e-17
7.17	1.62098319707038e-17
7.18	1.6110158790607062e-17
7.1899999999999995	1.6011191494445695e-17
7.2	1.5912924358183793e-17
7.21	1.5815351710203077e-17
7.22	1.5718467930771445e-17
7.2299999999999995	1.5622267451517435e-17
7.24	1.552674475491038e-17
7.25	1.5431894373746343e-17
7.26	1.533771089063958e-17
7.27	1.5244188937519648e-17
7.28	1.5151323195133962e-17
7.29	1.5059108392555872e-17
7.3	1.496753930669797e-17
7.31	1.4876610761830837e-17
7.32	1.4786317629107012e-17
7.33	1.469665482609012e-17
7.34	1.4607617316289135e-17
7.35	1.451920010869773e-17
7.36	1.4431398257338642e-17
7.37	1.4344206860813002e-17
7.38	1.4257621061854507e-17
7.39	1.4171636046888484e-17
7.4	1.408624704559573e-17
7.41	1.4001449330481107e-17
7.42	1.391723821644673e-17
7.43	1.3833609060369866e-17
7.4399999999999995	1.3750557260685349e-17
7.45	1.366807825697255e-17
7.46	1.3586167529546783e-17
7.47	1.3504820599055126e-17
7.4799999999999995	1.3424033026076597e-17
7.49	1.3343800410726676e-17
7.5	1.3264118392266082e-17
7.51	1.3184982648713713e-17
7.52	1.3106388896463811e-17
7.53	1.3028332889907211e-17
7.54	1.2950810421056713e-17
7.55	1.287381731917638e-17
7.56	1.2797349450414906e-17
7.57	1.2721402717442874e-17
7.58	1.2645973059093928e-17
7.59	1.2571056450009727e-17
7.6	1.2496648900288796e-17
7.61	1.2422746455139017e-17
7.62	1.234934519453397e-17
7.63	1.2276441232872794e-17
7.64	1.2204030718643786e-17
7.65	1.2132109834091546e-17
7.66	1.2060674794887697e-17
7.67	1.1989721849805058e-17
7.68	1.1919247280395314e-17
7.6899999999999995	1.1849247400670141e-17
7.7	1.1779718556785664e-17
7.71	1.1710657126730313e-17
7.72	1.1642059520015943e-17
7.7299999999999995	1.1573922177372274e-17
7.74	1.1506241570444526e-17
7.75	1.1439014201494311e-17
7.76	1.1372236603103604e-17
7.77	1.1305905337881925e-17
7.78	1.1240016998176554e-17
7.79	1.1174568205785854e-17
7.8	1.1109555611675566e-17
7.81	1.1044975895698126e-17
7.82	1.0980825766314912e-17
7.83	1.0917101960321471e-17
7.84	1.0853801242575543e-17
7.85	1.0790920405728005e-17
7.86	1.0728456269956629e-17
7.87	1.0666405682702631e-17
7.88	1.0604765518409957e-17
7.89	1.0543532678267325e-17
7.9	1.0482704089952966e-17
7.91	1.0422276707382018e-17
7.92	1.0362247510456559e-17
7.93	1.0302613504818262e-17
7.94	1.0243371721603617e-17
7.95	1.0184519217201734e-17
7.96	1.0126053073014599e-17
7.97	1.0067970395219905e-17
7.9799999999999995	1.0010268314536301e-17
7.99	9.952943985991077e-18
8.0	9.895994588690306e-18
8.01	9.839417325591305e-18
8.02	9.783209423277494e-18
8.03	9.727368131735599e-18
8.04	9.67189072413511e-18
8.05	9.616774496610062e-18
8.06	9.562016768043083e-18
8.07	9.50761487985159e-18
8.08	9.453566195776284e-18
8.09	9.399868101671773e-18
8.1	9.346518005299363e-18
8.11	9.293513336121981e-18
8.12	9.240851545101207e-18
8.13	9.18853010449637e-18
8.14	9.136546507665781e-18
8.15	9.084898268869864e-18
8.16	9.033582923076452e-18
8.17	8.982598025767989e-18
8.18	8.93194115275073e-18
8.19	8.881609899965888e-18
8.2	8.831601883302707e-18
8.209999999999999	8.781914738413448e-18
8.22	8.732546120530259e-18
8.23	8.68349370428392e-18
8.24	8.634755183524402e-18
8.25	8.586328271143282e-18
8.26	8.538210698897951e-18
8.27	8.49040021723762e-18
8.28	8.442894595131062e-18
8.29	8.395691619896126e-18
8.3	8.348789097030964e-18
8.31	8.302184850046999e-18
8.32	8.2558767203035e-18
8.33	8.209862566843935e-18
8.34	8.164140266233887e-18
8.35	8.118707712400663e-18
8.36	8.073562816474491e-18
8.37	8.028703506631319e-18
8.38	7.98412772793719e-18
8.39	7.939833442194232e-18
8.4	7.895818627788094e-18
8.41	7.852081279537014e-18
8.42	7.80861940854234e-18
8.43	7.765431042040569e-18
8.44	7.722514223256882e-18
8.45	7.6798670112601e-18
8.459999999999999	7.63748748081914e-18
8.47	7.595373722260861e-18
8.48	7.553523841329372e-18
8.49	7.511935959046701e-18
8.5	7.470608211574861e-18
8.51	7.429538750079322e-18
8.52	7.388725740593796e-18
8.53	7.348167363886387e-18
