0.152,4.36E-15
0.153,4.35E-15
0.154,4.33E-15
0.155,4.32E-15
0.156,4.31E-15
0.157,4.30E-15
0.158,4.28E-15
0.159,4.27E-15
0.16,4.26E-15
0.161,4.24E-15
0.162,4.23E-15
0.163,4.22E-15
0.164,4.21E-15
0.165,4.19E-15
0.166,4.18E-15
0.167,4.17E-15
0.168,4.16E-15
0.169,4.15E-15
0.17,4.14E-15
0.171,4.12E-15
0.172,4.11E-15
0.173,4.10E-15
0.174,4.09E-15
0.175,4.08E-15
0.176,4.07E-15
0.177,4.06E-15
0.178,4.05E-15
0.179,4.03E-15
0.18,4.02E-15
0.181,4.01E-15
0.182,4.00E-15
0.183,3.99E-15
0.184,3.98E-15
0.185,3.97E-15
0.186,3.96E-15
0.187,3.95E-15
0.188,3.94E-15
0.189,3.93E-15
0.19,3.92E-15
0.191,3.91E-15
0.192,3.90E-15
0.193,3.89E-15
0.194,3.88E-15
0.195,3.87E-15
0.196,3.86E-15
0.197,3.85E-15
0.198,3.85E-15
0.199,3.84E-15
0.2,3.83E-15
0.201,3.82E-15
0.202,3.81E-15
0.203,3.80E-15
0.204,3.79E-15
0.205,3.78E-15
0.206,3.77E-15
0.207,3.76E-15
0.208,3.76E-15
0.209,3.75E-15
0.21,3.74E-15
0.211,3.73E-15
0.212,3.72E-15
0.213,3.71E-15
0.214,3.70E-15
0.215,3.70E-15
0.216,3.69E-15
0.217,3.68E-15
0.218,3.67E-15
0.219,3.66E-15
0.22,3.66E-15
0.221,3.65E-15
0.222,3.64E-15
0.223,3.63E-15
0.224,3.63E-15
0.225,3.62E-15
0.226,3.61E-15
0.227,3.60E-15
0.228,3.59E-15
0.229,3.59E-15
0.23,3.58E-15
0.231,3.57E-15
0.232,3.56E-15
0.233,3.56E-15
0.234,3.55E-15
0.235,3.54E-15
0.236,3.54E-15
0.237,3.53E-15
0.238,3.52E-15
0.239,3.51E-15
0.24,3.51E-15
0.241,3.50E-15
0.242,3.49E-15
0.243,3.49E-15
0.244,3.48E-15
0.245,3.47E-15
0.246,3.47E-15
0.247,3.46E-15
0.248,3.45E-15
0.249,3.45E-15
0.25,3.44E-15
0.251,3.43E-15
0.252,3.43E-15
0.253,3.42E-15
0.254,3.41E-15
0.255,3.41E-15
0.256,3.40E-15
0.257,3.39E-15
0.258,3.39E-15
0.259,3.38E-15
0.26,3.38E-15
0.261,3.37E-15
0.262,3.36E-15
0.263,3.36E-15
0.264,3.35E-15
0.265,3.35E-15
0.266,3.34E-15
0.267,3.33E-15
0.268,3.33E-15
0.269,3.32E-15
0.27,3.32E-15
0.271,3.31E-15
0.272,3.30E-15
0.273,3.30E-15
0.274,3.29E-15
0.275,3.29E-15
0.276,3.28E-15
0.277,3.28E-15
0.278,3.27E-15
0.279,3.26E-15
0.28,3.26E-15
0.281,3.25E-15
0.282,3.25E-15
0.283,3.24E-15
0.284,3.24E-15
0.285,3.23E-15
0.286,3.23E-15
0.287,3.22E-15
0.288,3.21E-15
0.289,3.21E-15
0.29,3.20E-15
0.291,3.20E-15
0.292,3.19E-15
0.293,3.19E-15
0.294,3.18E-15
0.295,3.18E-15
0.296,3.17E-15
0.297,3.17E-15
0.298,3.16E-15
0.299,3.16E-15
0.3,3.15E-15
0.301,3.15E-15
0.302,3.14E-15
0.303,3.14E-15
0.304,3.13E-15
0.305,3.13E-15
0.306,3.12E-15
0.307,3.12E-15
0.308,3.11E-15
0.309,3.11E-15
0.31,3.10E-15
0.311,3.10E-15
0.312,3.09E-15
0.313,3.09E-15
0.314,3.08E-15
0.315,3.08E-15
0.316,3.08E-15
0.317,3.07E-15
0.318,3.07E-15
0.319,3.06E-15
0.32,3.06E-15
0.321,3.05E-15
0.322,3.05E-15
0.323,3.04E-15
0.324,3.04E-15
0.325,3.03E-15
0.326,3.03E-15
0.327,3.03E-15
0.328,3.02E-15
0.329,3.02E-15
0.33,3.01E-15
0.331,3.01E-15
0.332,3.00E-15
0.333,3.00E-15
0.334,2.99E-15
0.335,2.99E-15
0.336,2.99E-15
0.337,2.98E-15
0.338,2.98E-15
0.339,2.97E-15
0.34,2.97E-15
0.341,2.97E-15
0.342,2.96E-15
0.343,2.96E-15
0.344,2.95E-15
0.345,2.95E-15
0.346,2.94E-15
0.347,2.94E-15
0.348,2.94E-15
0.349,2.93E-15
0.35,2.93E-15
0.351,2.92E-15
0.352,2.92E-15
0.353,2.92E-15
0.354,2.91E-15
0.355,2.91E-15
0.356,2.90E-15
0.357,2.90E-15
0.358,2.90E-15
0.359,2.89E-15
0.36,2.89E-15
0.361,2.89E-15
0.362,2.88E-15
0.363,2.88E-15
0.364,2.87E-15
0.365,2.87E-15
0.366,2.87E-15
0.367,2.86E-15
0.368,2.86E-15
0.369,2.86E-15
0.37,2.85E-15
0.371,2.85E-15
0.372,2.84E-15
0.373,2.84E-15
0.374,2.84E-15
0.375,2.83E-15
0.376,2.83E-15
0.377,2.83E-15
0.378,2.82E-15
0.379,2.82E-15
0.38,2.82E-15
0.381,2.81E-15
0.382,2.81E-15
0.383,2.80E-15
0.384,2.80E-15
0.385,2.80E-15
0.386,2.79E-15
0.387,2.79E-15
0.388,2.79E-15
0.389,2.78E-15
0.39,2.78E-15
0.391,2.78E-15
0.392,2.77E-15
0.393,2.77E-15
0.394,2.77E-15
0.395,2.76E-15
0.396,2.76E-15
0.397,2.76E-15
0.398,2.75E-15
0.399,2.75E-15
0.4,2.75E-15
0.401,2.74E-15
0.402,2.74E-15
0.403,2.74E-15
0.404,2.73E-15
0.405,2.73E-15
0.406,2.73E-15
0.407,2.72E-15
0.408,2.72E-15
0.409,2.72E-15
0.41,2.71E-15
0.411,2.71E-15
0.412,2.71E-15
0.413,2.70E-15
0.414,2.70E-15
0.415,2.70E-15
0.416,2.70E-15
0.417,2.69E-15
0.418,2.69E-15
0.419,2.69E-15
0.42,2.68E-15
0.421,2.68E-15
0.422,2.68E-15
0.423,2.67E-15
0.424,2.67E-15
0.425,2.67E-15
0.426,2.66E-15
0.427,2.66E-15
0.428,2.66E-15
0.429,2.66E-15
0.43,2.65E-15
0.431,2.65E-15
0.432,2.65E-15
0.433,2.64E-15
0.434,2.64E-15
0.435,2.64E-15
0.436,2.63E-15
0.437,2.63E-15
0.438,2.63E-15
0.439,2.63E-15
0.44,2.62E-15
0.441,2.62E-15
0.442,2.62E-15
0.443,2.61E-15
0.444,2.61E-15
0.445,2.61E-15
0.446,2.61E-15
0.447,2.60E-15
0.448,2.60E-15
0.449,2.60E-15
0.45,2.60E-15
0.451,2.59E-15
0.452,2.59E-15
0.453,2.59E-15
0.454,2.58E-15
0.455,2.58E-15
0.456,2.58E-15
0.457,2.58E-15
0.458,2.57E-15
0.459,2.57E-15
0.46,2.57E-15
0.461,2.56E-15
0.462,2.56E-15
0.463,2.56E-15
0.464,2.56E-15
0.465,2.55E-15
0.466,2.55E-15
0.467,2.55E-15
0.468,2.55E-15
0.469,2.54E-15
0.47,2.54E-15
0.471,2.54E-15
0.472,2.54E-15
0.473,2.53E-15
0.474,2.53E-15
0.475,2.53E-15
0.476,2.53E-15
0.477,2.52E-15
0.478,2.52E-15
0.479,2.52E-15
0.48,2.52E-15
0.481,2.51E-15
0.482,2.51E-15
0.483,2.51E-15
0.484,2.51E-15
0.485,2.50E-15
0.486,2.50E-15
0.487,2.50E-15
0.488,2.50E-15
0.489,2.49E-15
0.49,2.49E-15
0.491,2.49E-15
0.492,2.49E-15
0.493,2.48E-15
0.494,2.48E-15
0.495,2.48E-15
0.496,2.48E-15
0.497,2.47E-15
0.498,2.47E-15
0.499,2.47E-15
0.5,2.47E-15
0.501,2.46E-15
0.502,2.46E-15
0.503,2.46E-15
0.504,2.46E-15
0.505,2.45E-15
0.506,2.45E-15
0.507,2.45E-15
0.508,2.45E-15
0.509,2.44E-15
0.51,2.44E-15
0.511,2.44E-15
0.512,2.44E-15
0.513,2.44E-15
0.514,2.43E-15
0.515,2.43E-15
0.516,2.43E-15
0.517,2.43E-15
0.518,2.42E-15
0.519,2.42E-15
0.52,2.42E-15
0.521,2.42E-15
0.522,2.41E-15
0.523,2.41E-15
0.524,2.41E-15
0.525,2.41E-15
0.526,2.41E-15
0.527,2.40E-15
0.528,2.40E-15
0.529,2.40E-15
0.53,2.40E-15
0.531,2.39E-15
0.532,2.39E-15
0.533,2.39E-15
0.534,2.39E-15
0.535,2.39E-15
0.536,2.38E-15
0.537,2.38E-15
0.538,2.38E-15
0.539,2.38E-15
0.54,2.38E-15
0.541,2.37E-15
0.542,2.37E-15
0.543,2.37E-15
0.544,2.37E-15
0.545,2.36E-15
0.546,2.36E-15
0.547,2.36E-15
0.548,2.36E-15
0.549,2.36E-15
0.55,2.35E-15
0.551,2.35E-15
0.552,2.35E-15
0.553,2.35E-15
0.554,2.35E-15
0.555,2.34E-15
0.556,2.34E-15
0.557,2.34E-15
0.558,2.34E-15
0.559,2.34E-15
0.56,2.33E-15
0.561,2.33E-15
0.562,2.33E-15
0.563,2.33E-15
0.564,2.33E-15
0.565,2.32E-15
0.566,2.32E-15
0.567,2.32E-15
0.568,2.32E-15
0.569,2.32E-15
0.57,2.31E-15
0.571,2.31E-15
0.572,2.31E-15
0.573,2.31E-15
0.574,2.31E-15
0.575,2.30E-15
0.576,2.30E-15
0.577,2.30E-15
0.578,2.30E-15
0.579,2.30E-15
0.58,2.29E-15
0.581,2.29E-15
0.582,2.29E-15
0.583,2.29E-15
0.584,2.29E-15
0.585,2.28E-15
0.586,2.28E-15
0.587,2.28E-15
0.588,2.28E-15
0.589,2.28E-15
0.59,2.27E-15
0.591,2.27E-15
0.592,2.27E-15
0.593,2.27E-15
0.594,2.27E-15
0.595,2.26E-15
0.596,2.26E-15
0.597,2.26E-15
0.598,2.26E-15
0.599,2.26E-15
0.6,2.26E-15
0.601,2.25E-15
0.602,2.25E-15
0.603,2.25E-15
0.604,2.25E-15
0.605,2.25E-15
0.606,2.24E-15
0.607,2.24E-15
0.608,2.24E-15
0.609,2.24E-15
0.61,2.24E-15
0.611,2.24E-15
0.612,2.23E-15
0.613,2.23E-15
0.614,2.23E-15
0.615,2.23E-15
0.616,2.23E-15
0.617,2.22E-15
0.618,2.22E-15
0.619,2.22E-15
0.62,2.22E-15
0.621,2.22E-15
0.622,2.22E-15
0.623,2.21E-15
0.624,2.21E-15
0.625,2.21E-15
0.626,2.21E-15
0.627,2.21E-15
0.628,2.21E-15
0.629,2.20E-15
0.63,2.20E-15
0.631,2.20E-15
0.632,2.20E-15
0.633,2.20E-15
0.634,2.19E-15
0.635,2.19E-15
0.636,2.19E-15
0.637,2.19E-15
0.638,2.19E-15
0.639,2.19E-15
0.64,2.18E-15
0.641,2.18E-15
0.642,2.18E-15
0.643,2.18E-15
0.644,2.18E-15
0.645,2.18E-15
0.646,2.17E-15
0.647,2.17E-15
0.648,2.17E-15
0.649,2.17E-15
0.65,2.17E-15
0.651,2.17E-15
0.652,2.16E-15
0.653,2.16E-15
0.654,2.16E-15
0.655,2.16E-15
0.656,2.16E-15
0.657,2.16E-15
0.658,2.15E-15
0.659,2.15E-15
0.66,2.15E-15
0.661,2.15E-15
0.662,2.15E-15
0.663,2.15E-15
0.664,2.14E-15
0.665,2.14E-15
0.666,2.14E-15
0.667,2.14E-15
0.668,2.14E-15
0.669,2.14E-15
0.67,2.14E-15
0.671,2.13E-15
0.672,2.13E-15
0.673,2.13E-15
0.674,2.13E-15
0.675,2.13E-15
0.676,2.13E-15
0.677,2.12E-15
0.678,2.12E-15
0.679,2.12E-15
0.68,2.12E-15
0.681,2.12E-15
0.682,2.12E-15
0.683,2.11E-15
0.684,2.11E-15
0.685,2.11E-15
0.686,2.11E-15
0.687,2.11E-15
0.688,2.11E-15
0.689,2.11E-15
0.69,2.10E-15
0.691,2.10E-15
0.692,2.10E-15
0.693,2.10E-15
0.694,2.10E-15
0.695,2.10E-15
0.696,2.09E-15
0.697,2.09E-15
0.698,2.09E-15
0.699,2.09E-15
0.7,2.09E-15
0.701,2.09E-15
0.702,2.09E-15
0.703,2.08E-15
0.704,2.08E-15
0.705,2.08E-15
0.706,2.08E-15
0.707,2.08E-15
0.708,2.08E-15
0.709,2.08E-15
0.71,2.07E-15
0.711,2.07E-15
0.712,2.07E-15
0.713,2.07E-15
0.714,2.07E-15
0.715,2.07E-15
0.716,2.06E-15
0.717,2.06E-15
0.718,2.06E-15
0.719,2.06E-15
0.72,2.06E-15
0.721,2.06E-15
0.722,2.06E-15
0.723,2.05E-15
0.724,2.05E-15
0.725,2.05E-15
0.726,2.05E-15
0.727,2.05E-15
0.728,2.05E-15
0.729,2.05E-15
0.73,2.04E-15
0.731,2.04E-15
0.732,2.04E-15
0.733,2.04E-15
0.734,2.04E-15
0.735,2.04E-15
0.736,2.04E-15
0.737,2.03E-15
0.738,2.03E-15
0.739,2.03E-15
0.74,2.03E-15
0.741,2.03E-15
0.742,2.03E-15
0.743,2.03E-15
0.744,2.02E-15
0.745,2.02E-15
0.746,2.02E-15
0.747,2.02E-15
0.748,2.02E-15
0.749,2.02E-15
0.75,2.02E-15
0.751,2.02E-15
0.752,2.01E-15
0.753,2.01E-15
0.754,2.01E-15
0.755,2.01E-15
0.756,2.01E-15
0.757,2.01E-15
0.758,2.01E-15
0.759,2.00E-15
0.76,2.00E-15
0.761,2.00E-15
0.762,2.00E-15
0.763,2.00E-15
0.764,2.00E-15
0.765,2.00E-15
0.766,1.99E-15
0.767,1.99E-15
0.768,1.99E-15
0.769,1.99E-15
0.77,1.99E-15
0.771,1.99E-15
0.772,1.99E-15
0.773,1.99E-15
0.774,1.98E-15
0.775,1.98E-15
0.776,1.98E-15
0.777,1.98E-15
0.778,1.98E-15
0.779,1.98E-15
0.78,1.98E-15
0.781,1.97E-15
0.782,1.97E-15
0.783,1.97E-15
0.784,1.97E-15
0.785,1.97E-15
0.786,1.97E-15
0.787,1.97E-15
0.788,1.97E-15
0.789,1.96E-15
0.79,1.96E-15
0.791,1.96E-15
0.792,1.96E-15
0.793,1.96E-15
0.794,1.96E-15
0.795,1.96E-15
0.796,1.96E-15
0.797,1.95E-15
0.798,1.95E-15
0.799,1.95E-15
0.8,1.95E-15
0.801,1.95E-15
0.802,1.95E-15
0.803,1.95E-15
0.804,1.95E-15
0.805,1.94E-15
0.806,1.94E-15
0.807,1.94E-15
0.808,1.94E-15
0.809,1.94E-15
0.81,1.94E-15
0.811,1.94E-15
0.812,1.93E-15
0.813,1.93E-15
0.814,1.93E-15
0.815,1.93E-15
0.816,1.93E-15
0.817,1.93E-15
0.818,1.93E-15
0.819,1.93E-15
0.82,1.92E-15
0.821,1.92E-15
0.822,1.92E-15
0.823,1.92E-15
0.824,1.92E-15
0.825,1.92E-15
0.826,1.92E-15
0.827,1.92E-15
0.828,1.92E-15
0.829,1.91E-15
0.83,1.91E-15
0.831,1.91E-15
0.832,1.91E-15
0.833,1.91E-15
0.834,1.91E-15
0.835,1.91E-15
0.836,1.91E-15
0.837,1.90E-15
0.838,1.90E-15
0.839,1.90E-15
0.84,1.90E-15
0.841,1.90E-15
0.842,1.90E-15
0.843,1.90E-15
0.844,1.90E-15
0.845,1.89E-15
0.846,1.89E-15
0.847,1.89E-15
0.848,1.89E-15
0.849,1.89E-15
0.85,1.89E-15
0.851,1.89E-15
0.852,1.89E-15
0.853,1.89E-15
0.854,1.88E-15
0.855,1.88E-15
0.856,1.88E-15
0.857,1.88E-15
0.858,1.88E-15
0.859,1.88E-15
0.86,1.88E-15
0.861,1.88E-15
0.862,1.87E-15
0.863,1.87E-15
0.864,1.87E-15
0.865,1.87E-15
0.866,1.87E-15
0.867,1.87E-15
0.868,1.87E-15
0.869,1.87E-15
0.87,1.87E-15
0.871,1.86E-15
0.872,1.86E-15
0.873,1.86E-15
0.874,1.86E-15
0.875,1.86E-15
0.876,1.86E-15
0.877,1.86E-15
0.878,1.86E-15
0.879,1.85E-15
0.88,1.85E-15
0.881,1.85E-15
0.882,1.85E-15
0.883,1.85E-15
0.884,1.85E-15
0.885,1.85E-15
0.886,1.85E-15
0.887,1.85E-15
0.888,1.84E-15
0.889,1.84E-15
0.89,1.84E-15
0.891,1.84E-15
0.892,1.84E-15
0.893,1.84E-15
0.894,1.84E-15
0.895,1.84E-15
0.896,1.84E-15
0.897,1.83E-15
0.898,1.83E-15
0.899,1.83E-15
0.9,1.83E-15
0.901,1.83E-15
0.902,1.83E-15
0.903,1.83E-15
0.904,1.83E-15
0.905,1.83E-15
0.906,1.82E-15
0.907,1.82E-15
0.908,1.82E-15
0.909,1.82E-15
0.91,1.82E-15
0.911,1.82E-15
0.912,1.82E-15
0.913,1.82E-15
0.914,1.82E-15
0.915,1.81E-15
0.916,1.81E-15
0.917,1.81E-15
0.918,1.81E-15
0.919,1.81E-15
0.92,1.81E-15
0.921,1.81E-15
0.922,1.81E-15
0.923,1.81E-15
0.924,1.80E-15
0.925,1.80E-15
0.926,1.80E-15
0.927,1.80E-15
0.928,1.80E-15
0.929,1.80E-15
0.93,1.80E-15
0.931,1.80E-15
0.932,1.80E-15
0.933,1.80E-15
0.934,1.79E-15
0.935,1.79E-15
0.936,1.79E-15
0.937,1.79E-15
0.938,1.79E-15
0.939,1.79E-15
0.94,1.79E-15
0.941,1.79E-15
0.942,1.79E-15
0.943,1.78E-15
0.944,1.78E-15
0.945,1.78E-15
0.946,1.78E-15
0.947,1.78E-15
0.948,1.78E-15
0.949,1.78E-15
0.95,1.78E-15
0.951,1.78E-15
0.952,1.77E-15
0.953,1.77E-15
0.954,1.77E-15
0.955,1.77E-15
0.956,1.77E-15
0.957,1.77E-15
0.958,1.77E-15
0.959,1.77E-15
0.96,1.77E-15
0.961,1.77E-15
0.962,1.76E-15
0.963,1.76E-15
0.964,1.76E-15
0.965,1.76E-15
0.966,1.76E-15
0.967,1.76E-15
0.968,1.76E-15
0.969,1.76E-15
0.97,1.76E-15
0.971,1.76E-15
0.972,1.75E-15
0.973,1.75E-15
0.974,1.75E-15
0.975,1.75E-15
0.976,1.75E-15
0.977,1.75E-15
0.978,1.75E-15
0.979,1.75E-15
0.98,1.75E-15
0.981,1.74E-15
0.982,1.74E-15
0.983,1.74E-15
0.984,1.74E-15
0.985,1.74E-15
0.986,1.74E-15
0.987,1.74E-15
0.988,1.74E-15
0.989,1.74E-15
0.99,1.74E-15
0.991,1.73E-15
0.992,1.73E-15
0.993,1.73E-15
0.994,1.73E-15
0.995,1.73E-15
0.996,1.73E-15
0.997,1.73E-15
0.998,1.73E-15
0.999,1.73E-15
1,1.73E-15
1.001,1.72E-15
1.002,1.72E-15
1.003,1.72E-15
1.004,1.72E-15
1.005,1.72E-15
1.006,1.72E-15
1.007,1.72E-15
1.008,1.72E-15
1.009,1.72E-15
1.01,1.72E-15
1.011,1.71E-15
1.012,1.71E-15
1.013,1.71E-15
1.014,1.71E-15
1.015,1.71E-15
1.016,1.71E-15
1.017,1.71E-15
1.018,1.71E-15
1.019,1.71E-15
1.02,1.71E-15
1.021,1.70E-15
1.022,1.70E-15
1.023,1.70E-15
1.024,1.70E-15
1.025,1.70E-15
1.026,1.70E-15
1.027,1.70E-15
1.028,1.70E-15
1.029,1.70E-15
1.03,1.70E-15
1.031,1.70E-15
1.032,1.69E-15
1.033,1.69E-15
1.034,1.69E-15
1.035,1.69E-15
1.036,1.69E-15
1.037,1.69E-15
1.038,1.69E-15
1.039,1.69E-15
1.04,1.69E-15
1.041,1.69E-15
1.042,1.68E-15
1.043,1.68E-15
1.044,1.68E-15
1.045,1.68E-15
1.046,1.68E-15
1.047,1.68E-15
1.048,1.68E-15
1.049,1.68E-15
1.05,1.68E-15
1.051,1.68E-15
1.052,1.68E-15
1.053,1.67E-15
1.054,1.67E-15
1.055,1.67E-15
1.056,1.67E-15
1.057,1.67E-15
1.058,1.67E-15
1.059,1.67E-15
1.06,1.67E-15
1.061,1.67E-15
1.062,1.67E-15
1.063,1.66E-15
1.064,1.66E-15
1.065,1.66E-15
1.066,1.66E-15
1.067,1.66E-15
1.068,1.66E-15
1.069,1.66E-15
1.07,1.66E-15
1.071,1.66E-15
1.072,1.66E-15
1.073,1.66E-15
1.074,1.65E-15
1.075,1.65E-15
1.076,1.65E-15
1.077,1.65E-15
1.078,1.65E-15
1.079,1.65E-15
1.08,1.65E-15
1.081,1.65E-15
1.082,1.65E-15
1.083,1.65E-15
1.084,1.64E-15
1.085,1.64E-15
1.086,1.64E-15
1.087,1.64E-15
1.088,1.64E-15
1.089,1.64E-15
1.09,1.64E-15
1.091,1.64E-15
1.092,1.64E-15
1.093,1.64E-15
1.094,1.64E-15
1.095,1.63E-15
1.096,1.63E-15
1.097,1.63E-15
1.098,1.63E-15
1.099,1.63E-15
1.1,1.63E-15
1.101,1.63E-15
1.102,1.63E-15
1.103,1.63E-15
1.104,1.63E-15
1.105,1.63E-15
1.106,1.62E-15
1.107,1.62E-15
1.108,1.62E-15
1.109,1.62E-15
1.11,1.62E-15
1.111,1.62E-15
1.112,1.62E-15
1.113,1.62E-15
1.114,1.62E-15
1.115,1.62E-15
1.116,1.62E-15
1.117,1.61E-15
1.118,1.61E-15
1.119,1.61E-15
1.12,1.61E-15
1.121,1.61E-15
1.122,1.61E-15
1.123,1.61E-15
1.124,1.61E-15
1.125,1.61E-15
1.126,1.61E-15
1.127,1.61E-15
1.128,1.60E-15
1.129,1.60E-15
1.13,1.60E-15
1.131,1.60E-15
1.132,1.60E-15
1.133,1.60E-15
1.134,1.60E-15
1.135,1.60E-15
1.136,1.60E-15
1.137,1.60E-15
1.138,1.60E-15
1.139,1.59E-15
1.14,1.59E-15
1.141,1.59E-15
1.142,1.59E-15
1.143,1.59E-15
1.144,1.59E-15
1.145,1.59E-15
1.146,1.59E-15
1.147,1.59E-15
1.148,1.59E-15
1.149,1.59E-15
1.15,1.59E-15
1.151,1.58E-15
1.152,1.58E-15
1.153,1.58E-15
1.154,1.58E-15
1.155,1.58E-15
1.156,1.58E-15
1.157,1.58E-15
1.158,1.58E-15
1.159,1.58E-15
1.16,1.58E-15
1.161,1.58E-15
1.162,1.57E-15
1.163,1.57E-15
1.164,1.57E-15
1.165,1.57E-15
1.166,1.57E-15
1.167,1.57E-15
1.168,1.57E-15
1.169,1.57E-15
1.17,1.57E-15
1.171,1.57E-15
1.172,1.57E-15
1.173,1.56E-15
1.174,1.56E-15
1.175,1.56E-15
1.176,1.56E-15
1.177,1.56E-15
1.178,1.56E-15
1.179,1.56E-15
1.18,1.56E-15
1.181,1.56E-15
1.182,1.56E-15
1.183,1.56E-15
1.184,1.56E-15
1.185,1.55E-15
1.186,1.55E-15
1.187,1.55E-15
1.188,1.55E-15
1.189,1.55E-15
1.19,1.55E-15
1.191,1.55E-15
1.192,1.55E-15
1.193,1.55E-15
1.194,1.55E-15
1.195,1.55E-15
1.196,1.54E-15
1.197,1.54E-15
1.198,1.54E-15
1.199,1.54E-15
1.2,1.54E-15
1.201,1.54E-15
1.202,1.54E-15
1.203,1.54E-15
1.204,1.54E-15
1.205,1.54E-15
1.206,1.54E-15
1.207,1.54E-15
1.208,1.53E-15
1.209,1.53E-15
1.21,1.53E-15
1.211,1.53E-15
1.212,1.53E-15
1.213,1.53E-15
1.214,1.53E-15
1.215,1.53E-15
1.216,1.53E-15
1.217,1.53E-15
1.218,1.53E-15
1.219,1.53E-15
1.22,1.52E-15
1.221,1.52E-15
1.222,1.52E-15
1.223,1.52E-15
1.224,1.52E-15
1.225,1.52E-15
1.226,1.52E-15
1.227,1.52E-15
1.228,1.52E-15
1.229,1.52E-15
1.23,1.52E-15
1.231,1.51E-15
1.232,1.51E-15
1.233,1.51E-15
1.234,1.51E-15
1.235,1.51E-15
1.236,1.51E-15
1.237,1.51E-15
1.238,1.51E-15
1.239,1.51E-15
1.24,1.51E-15
1.241,1.51E-15
1.242,1.51E-15
1.243,1.50E-15
1.244,1.50E-15
1.245,1.50E-15
1.246,1.50E-15
1.247,1.50E-15
1.248,1.50E-15
1.249,1.50E-15
1.25,1.50E-15
1.251,1.50E-15
1.252,1.50E-15
1.253,1.50E-15
1.254,1.50E-15
1.255,1.49E-15
1.256,1.49E-15
1.257,1.49E-15
1.258,1.49E-15
1.259,1.49E-15
1.26,1.49E-15
1.261,1.49E-15
1.262,1.49E-15
1.263,1.49E-15
1.264,1.49E-15
1.265,1.49E-15
1.266,1.49E-15
1.267,1.48E-15
1.268,1.48E-15
1.269,1.48E-15
1.27,1.48E-15
1.271,1.48E-15
1.272,1.48E-15
1.273,1.48E-15
1.274,1.48E-15
1.275,1.48E-15
1.276,1.48E-15
1.277,1.48E-15
1.278,1.48E-15
1.279,1.47E-15
1.28,1.47E-15
1.281,1.47E-15
